id,1,2,3,4,5
59.0,833.0,2368.0,2629.0,3753.0,3816.0
138.0,833.0,918.0,1557.0,3753.0,3814.0
193.0,833.0,1557.0,3753.0,3816.0,3827.0
337.0,360.0,833.0,1557.0,3753.0,3816.0
345.0,833.0,3753.0,3816.0,3876.0,3915.0
764.0,833.0,3753.0,3816.0,3827.0,3876.0
821.0,833.0,3753.0,3816.0,3827.0,3876.0
942.0,717.0,947.0,1238.0,3762.0,3807.0
1010.0,833.0,3753.0,3816.0,3827.0,3876.0
1033.0,30.0,124.0,126.0,3807.0,3834.0
1159.0,3807.0,3834.0,3864.0,3900.0,3913.0
3621.0,833.0,2368.0,2629.0,3753.0,3816.0
3720.0,3796.0,126.0,947.0,3763.0,3796.0
3752.0,3796.0,126.0,1343.0,3796.0,3840.0
3784.0,833.0,3753.0,3816.0,3876.0,3915.0
3788.0,947.0,1343.0,3763.0,3840.0,3880.0
3796.0,30.0,124.0,126.0,3807.0,3864.0
3799.0,1549.0,1714.0,2368.0,2629.0,3831.0
3847.0,345.0,30.0,124.0,126.0,345.0
3865.0,358.0,358.0,876.0,2372.0,3807.0
3885.0,358.0,1240.0,1431.0,1549.0,1714.0
3889.0,358.0,1240.0,1431.0,1549.0,1714.0
3899.0,358.0,1240.0,1431.0,1549.0,1714.0
3913.0,214.0,819.0,946.0,3458.0,3926.0
3918.0,358.0,1240.0,1431.0,1549.0,1714.0
3926.0,358.0,1240.0,1431.0,1549.0,1714.0
3961.0,358.0,1240.0,1431.0,1549.0,1714.0
3973.0,358.0,1240.0,1431.0,1549.0,1714.0
3990.0,358.0,1240.0,1431.0,1549.0,1714.0
3991.0,358.0,480.0,923.0,1240.0,1431.0
4012.0,3796.0,126.0,947.0,1343.0,3763.0
29.0,4015.0,1238.0,1294.0,1582.0,2748.0
27.0,358.0,1240.0,1431.0,1549.0,1714.0
215.0,717.0,1238.0,3814.0,3920.0,3929.0
247.0,358.0,1240.0,1431.0,1549.0,1714.0
335.0,358.0,1240.0,1431.0,1549.0,1714.0
409.0,358.0,1240.0,1431.0,1549.0,1714.0
485.0,358.0,1240.0,1431.0,1549.0,1714.0
717.0,358.0,1240.0,1431.0,1549.0,1714.0
832.0,358.0,1240.0,1431.0,1549.0,1714.0
917.0,717.0,1238.0,3814.0,3920.0,3929.0
945.0,358.0,1240.0,1431.0,1549.0,1714.0
1238.0,358.0,1240.0,1431.0,1549.0,1714.0
1425.0,358.0,1240.0,1431.0,1549.0,1714.0
2001.0,358.0,1240.0,1431.0,1549.0,1714.0
1991.0,1549.0,1553.0,1714.0,3458.0,3857.0
2028.0,1553.0,3458.0,3752.0,3857.0,3922.0
2034.0,717.0,947.0,1238.0,3762.0,3807.0
2247.0,1549.0,1714.0,3752.0,3857.0,3927.0
3360.0,1549.0,1714.0,3752.0,3857.0,3927.0
3483.0,1549.0,1714.0,3752.0,3857.0,3927.0
3650.0,1549.0,1714.0,3752.0,3857.0,3927.0
3750.0,717.0,947.0,1238.0,3762.0,3807.0
3755.0,1549.0,1714.0,3752.0,3857.0,3927.0
3766.0,1549.0,1714.0,3752.0,3857.0,3927.0
3769.0,1549.0,1714.0,3752.0,3857.0,3927.0
3772.0,358.0,358.0,876.0,2372.0,3807.0
3811.0,1549.0,1714.0,3752.0,3857.0,3927.0
3827.0,221.0,475.0,3760.0,3807.0,3837.0
3835.0,1093.0,1549.0,1710.0,1714.0,2368.0
3837.0,766.0,1174.0,3767.0,4048.0,4050.0
3841.0,1239.0,1257.0,3767.0,3772.0,3895.0
3870.0,214.0,819.0,946.0,3458.0,3926.0
3903.0,358.0,358.0,876.0,2372.0,3807.0
3914.0,214.0,819.0,946.0,3458.0,3926.0
3919.0,1549.0,1714.0,3752.0,3857.0,3927.0
3939.0,1549.0,1714.0,3752.0,3857.0,3927.0
3952.0,1549.0,1714.0,3752.0,3857.0,3927.0
3976.0,4015.0,1238.0,1294.0,1582.0,2748.0
45.0,876.0,1549.0,2003.0,3760.0,3772.0
63.0,1549.0,1714.0,3752.0,3857.0,3927.0
80.0,1549.0,1714.0,3752.0,3857.0,3927.0
184.0,1549.0,1714.0,3752.0,3857.0,3927.0
249.0,3767.0,3919.0,4048.0,4050.0,4059.0
414.0,1549.0,1714.0,3752.0,3857.0,3927.0
481.0,1549.0,1714.0,3752.0,3857.0,3927.0
1020.0,1553.0,3458.0,3752.0,3857.0,3922.0
1258.0,1549.0,1553.0,1714.0,3458.0,3857.0
1805.0,358.0,1240.0,1431.0,1549.0,1714.0
2181.0,358.0,1240.0,1431.0,1549.0,1714.0
2295.0,358.0,1240.0,1431.0,1549.0,1714.0
2368.0,358.0,1240.0,1431.0,1549.0,1714.0
2901.0,2011.0,3754.0,3760.0,3807.0,3816.0
3102.0,358.0,1240.0,1431.0,1549.0,1714.0
3352.0,358.0,1240.0,1431.0,1549.0,1714.0
3559.0,1239.0,1257.0,3767.0,3772.0,3895.0
3764.0,358.0,1240.0,1431.0,1549.0,1714.0
3776.0,358.0,1240.0,1431.0,1549.0,1714.0
3801.0,358.0,1240.0,1431.0,1549.0,1714.0
3806.0,126.0,221.0,475.0,2011.0,3754.0
3812.0,358.0,1240.0,1431.0,1549.0,1714.0
3860.0,358.0,480.0,923.0,1240.0,1431.0
3869.0,358.0,480.0,923.0,1240.0,1431.0
3891.0,358.0,480.0,923.0,1240.0,1431.0
3900.0,358.0,1240.0,1431.0,1549.0,1714.0
3910.0,833.0,3753.0,3816.0,3827.0,3876.0
3934.0,358.0,358.0,876.0,2372.0,3807.0
3982.0,358.0,1240.0,1431.0,1549.0,1714.0
3992.0,358.0,1240.0,1431.0,1549.0,1714.0
3993.0,358.0,1240.0,1431.0,1549.0,1714.0
358.0,1239.0,1257.0,3767.0,3772.0,3895.0
377.0,358.0,1240.0,1431.0,1549.0,1714.0
1042.0,358.0,1240.0,1431.0,1549.0,1714.0
1712.0,1244.0,3760.0,3807.0,4048.0,4076.0
3463.0,358.0,1240.0,1431.0,1549.0,1714.0
3647.0,358.0,1240.0,1431.0,1549.0,1714.0
3747.0,1244.0,3760.0,3807.0,4048.0,4076.0
3761.0,1549.0,1553.0,1714.0,3458.0,3857.0
3775.0,1553.0,3458.0,3752.0,3857.0,3922.0
3814.0,1549.0,1714.0,3752.0,3857.0,3927.0
3817.0,1549.0,1714.0,3752.0,3857.0,3927.0
3831.0,1549.0,1714.0,3752.0,3857.0,3927.0
3896.0,717.0,1238.0,3814.0,3920.0,3929.0
3902.0,1549.0,1714.0,3752.0,3857.0,3927.0
3908.0,876.0,1549.0,2003.0,3760.0,3772.0
3916.0,766.0,1174.0,3919.0,4050.0,4059.0
3928.0,1549.0,1714.0,3752.0,3857.0,3927.0
3983.0,1549.0,1714.0,3752.0,3857.0,3927.0
3986.0,4015.0,1238.0,1294.0,1582.0,2748.0
28.0,1549.0,1714.0,3752.0,3857.0,3927.0
250.0,1549.0,1714.0,3752.0,3857.0,3927.0
408.0,1549.0,1714.0,3752.0,3857.0,3927.0
487.0,1553.0,3458.0,3857.0,3922.0,4031.0
883.0,1553.0,3458.0,3752.0,3857.0,3922.0
1067.0,1553.0,3458.0,3857.0,3922.0,4031.0
1295.0,1549.0,1714.0,3752.0,3857.0,3927.0
1343.0,1549.0,1714.0,3752.0,3857.0,3927.0
2296.0,1549.0,1714.0,3752.0,3857.0,3927.0
2330.0,1549.0,1714.0,3752.0,3857.0,3927.0
2407.0,1549.0,1714.0,3752.0,3857.0,3927.0
2530.0,1549.0,1714.0,3752.0,3857.0,3927.0
3753.0,1549.0,1714.0,3752.0,3857.0,3927.0
3767.0,1549.0,1714.0,3752.0,3857.0,3927.0
3781.0,1549.0,1714.0,3752.0,3857.0,3927.0
3786.0,128.0,2368.0,2629.0,3480.0,3817.0
3789.0,1549.0,1714.0,3752.0,3857.0,3927.0
3810.0,1549.0,1714.0,3752.0,3857.0,3927.0
3813.0,1549.0,1714.0,3752.0,3857.0,3927.0
3825.0,1553.0,3458.0,3752.0,3857.0,3922.0
3834.0,1549.0,1553.0,1714.0,3458.0,3857.0
3848.0,358.0,1240.0,1431.0,1549.0,1714.0
3861.0,358.0,1240.0,1431.0,1549.0,1714.0
3917.0,358.0,1240.0,1431.0,1549.0,1714.0
3924.0,358.0,1240.0,1431.0,1549.0,1714.0
3942.0,358.0,1240.0,1431.0,1549.0,1714.0
3944.0,358.0,1240.0,1431.0,1549.0,1714.0
3951.0,358.0,1240.0,1431.0,1549.0,1714.0
3953.0,358.0,1240.0,1431.0,1549.0,1714.0
3960.0,358.0,1240.0,1431.0,1549.0,1714.0
58.0,4015.0,1238.0,1294.0,1582.0,2748.0
30.0,358.0,1240.0,1431.0,1549.0,1714.0
126.0,358.0,1240.0,1431.0,1549.0,1714.0
128.0,358.0,1240.0,1431.0,1549.0,1714.0
226.0,1553.0,3458.0,3857.0,3922.0,4031.0
338.0,1549.0,1553.0,1714.0,3458.0,3857.0
361.0,480.0,923.0,1553.0,3458.0,3857.0
853.0,480.0,923.0,1549.0,1553.0,1714.0
876.0,480.0,923.0,1549.0,1553.0,1714.0
879.0,480.0,923.0,1549.0,1553.0,1714.0
1007.0,480.0,923.0,1549.0,1553.0,1714.0
1244.0,480.0,923.0,1549.0,1553.0,1714.0
1402.0,480.0,923.0,1549.0,1553.0,1714.0
2003.0,480.0,923.0,1549.0,1553.0,1714.0
2224.0,480.0,923.0,1549.0,1553.0,1714.0
2243.0,480.0,923.0,1549.0,1553.0,1714.0
2360.0,480.0,923.0,1549.0,1553.0,1714.0
2972.0,480.0,923.0,1549.0,1553.0,1714.0
3294.0,480.0,923.0,1549.0,1553.0,1714.0
3587.0,480.0,923.0,1549.0,1553.0,1714.0
3756.0,1549.0,1553.0,1714.0,3458.0,3752.0
3763.0,1549.0,1553.0,1714.0,3458.0,3752.0
3798.0,1549.0,1553.0,1714.0,3458.0,3752.0
3802.0,1549.0,1553.0,1714.0,3458.0,3752.0
3804.0,1549.0,1553.0,1714.0,3458.0,3752.0
3808.0,1549.0,1553.0,1714.0,3458.0,3752.0
3828.0,1549.0,1553.0,1714.0,3458.0,3752.0
3832.0,1549.0,1553.0,1714.0,3458.0,3752.0
3855.0,1549.0,1553.0,1714.0,3458.0,3752.0
3858.0,1549.0,1553.0,1714.0,3458.0,3752.0
3864.0,1549.0,1553.0,1714.0,3458.0,3752.0
3895.0,1549.0,1553.0,1714.0,3458.0,3752.0
3901.0,1549.0,1553.0,1714.0,3458.0,3752.0
3954.0,480.0,908.0,923.0,1553.0,2003.0
3964.0,1553.0,3458.0,3752.0,3857.0,3922.0
3967.0,480.0,908.0,923.0,1553.0,2003.0
3968.0,1549.0,1553.0,1714.0,3458.0,3822.0
3974.0,1549.0,1553.0,1714.0,3458.0,3822.0
4013.0,4015.0,1238.0,1294.0,1582.0,2748.0
40.0,1549.0,1553.0,1714.0,3458.0,3822.0
400.0,1549.0,1553.0,1714.0,3458.0,3822.0
813.0,1549.0,1553.0,1714.0,3458.0,3822.0
946.0,1549.0,1553.0,1714.0,3458.0,3822.0
980.0,1549.0,1553.0,1714.0,3458.0,3822.0
1013.0,1549.0,1553.0,1714.0,3458.0,3822.0
2025.0,1549.0,1553.0,1714.0,3458.0,3822.0
2293.0,1549.0,1553.0,1714.0,3458.0,3822.0
2414.0,1549.0,1553.0,1714.0,3458.0,3822.0
2425.0,1244.0,1549.0,1714.0,3760.0,3807.0
2990.0,908.0,1553.0,2003.0,3458.0,3771.0
3108.0,908.0,1549.0,1553.0,1714.0,2003.0
3237.0,1549.0,1553.0,1714.0,3458.0,3752.0
3624.0,1549.0,1553.0,1714.0,3458.0,3752.0
3566.0,1549.0,1553.0,1714.0,3458.0,3752.0
3791.0,1549.0,1553.0,1714.0,3458.0,3752.0
3793.0,1549.0,1553.0,1714.0,3458.0,3752.0
3822.0,1549.0,1553.0,1714.0,3458.0,3752.0
3826.0,1549.0,1553.0,1714.0,3458.0,3752.0
3833.0,1549.0,1553.0,1714.0,3458.0,3752.0
3846.0,1549.0,1553.0,1714.0,3458.0,3752.0
3856.0,1549.0,1553.0,1714.0,3458.0,3752.0
3866.0,1549.0,1553.0,1714.0,3458.0,3752.0
3867.0,1549.0,1553.0,1714.0,3458.0,3752.0
3875.0,1549.0,1553.0,1714.0,3458.0,3752.0
3886.0,1553.0,3458.0,3752.0,3857.0,3922.0
3930.0,1553.0,3458.0,3752.0,3857.0,3922.0
3931.0,1553.0,3458.0,3752.0,3857.0,3922.0
3933.0,1549.0,1553.0,1714.0,3458.0,3752.0
3935.0,1549.0,1553.0,1714.0,3458.0,3752.0
3937.0,1549.0,1553.0,1714.0,3458.0,3752.0
3940.0,1549.0,1553.0,1714.0,3458.0,3752.0
3943.0,1549.0,1553.0,1714.0,3458.0,3752.0
3956.0,1549.0,1553.0,1714.0,3458.0,3752.0
3966.0,1549.0,1553.0,1714.0,3458.0,3752.0
3972.0,1549.0,1553.0,1714.0,3458.0,3752.0
4001.0,1549.0,1553.0,1714.0,3458.0,3752.0
4003.0,1549.0,1553.0,1714.0,3458.0,3752.0
4010.0,1549.0,1553.0,1714.0,3458.0,3752.0
290.0,1549.0,1553.0,1714.0,3458.0,3752.0
350.0,1549.0,1553.0,1714.0,3458.0,3752.0
371.0,908.0,1549.0,1553.0,1714.0,2003.0
406.0,908.0,1553.0,2003.0,3458.0,3771.0
439.0,1549.0,1553.0,1714.0,3458.0,3822.0
480.0,1549.0,1553.0,1714.0,3458.0,3822.0
908.0,1549.0,1553.0,1714.0,3458.0,3822.0
1200.0,1549.0,1553.0,1714.0,3458.0,3822.0
1362.0,1549.0,1553.0,1714.0,3458.0,3822.0
2316.0,1549.0,1553.0,1714.0,3458.0,3822.0
2629.0,1549.0,1553.0,1714.0,3458.0,3822.0
2984.0,1549.0,1553.0,1714.0,3458.0,3822.0
3389.0,1549.0,1553.0,1714.0,3458.0,3822.0
3748.0,1549.0,1553.0,1714.0,3458.0,3822.0
3759.0,1549.0,1553.0,1714.0,3458.0,3822.0
3760.0,1549.0,1553.0,1714.0,3458.0,3822.0
3773.0,1549.0,1553.0,1714.0,3458.0,3822.0
3821.0,1553.0,3458.0,3857.0,3922.0,4031.0
3844.0,1553.0,3458.0,3752.0,3857.0,3922.0
3845.0,1553.0,3458.0,3857.0,3922.0,4031.0
3862.0,1549.0,1714.0,3752.0,3857.0,3927.0
3877.0,1549.0,1714.0,3752.0,3857.0,3927.0
3882.0,1549.0,1714.0,3752.0,3857.0,3927.0
3907.0,1549.0,1714.0,3752.0,3857.0,3927.0
3936.0,1549.0,1714.0,3752.0,3857.0,3927.0
3941.0,1549.0,1714.0,3752.0,3857.0,3927.0
3945.0,1549.0,1714.0,3752.0,3857.0,3927.0
3971.0,1549.0,1714.0,3752.0,3857.0,3927.0
3994.0,1549.0,1714.0,3752.0,3857.0,3927.0
3996.0,1549.0,1714.0,3752.0,3857.0,3927.0
4015.0,4015.0,1238.0,1294.0,1582.0,2748.0
1.0,1549.0,1714.0,3752.0,3857.0,3927.0
157.0,4015.0,1238.0,1294.0,1582.0,2748.0
43.0,1553.0,3458.0,3752.0,3857.0,3922.0
71.0,1549.0,1553.0,1714.0,3458.0,3857.0
188.0,358.0,1240.0,1431.0,1549.0,1714.0
214.0,358.0,1240.0,1431.0,1549.0,1714.0
419.0,358.0,1240.0,1431.0,1549.0,1714.0
1132.0,358.0,1240.0,1431.0,1549.0,1714.0
1239.0,358.0,1240.0,1431.0,1549.0,1714.0
1256.0,358.0,1240.0,1431.0,1549.0,1714.0
1416.0,358.0,1240.0,1431.0,1549.0,1714.0
1529.0,358.0,1240.0,1431.0,1549.0,1714.0
2352.0,358.0,1240.0,1431.0,1549.0,1714.0
2416.0,358.0,1240.0,1431.0,1549.0,1714.0
2985.0,358.0,1240.0,1431.0,1549.0,1714.0
3740.0,358.0,1240.0,1431.0,1549.0,1714.0
3778.0,358.0,480.0,923.0,1240.0,1431.0
3800.0,358.0,480.0,923.0,1240.0,1431.0
3807.0,358.0,480.0,923.0,1240.0,1431.0
3850.0,358.0,1240.0,1431.0,1549.0,1714.0
3854.0,358.0,1240.0,1431.0,1549.0,1714.0
3859.0,358.0,1240.0,1431.0,1549.0,1714.0
3879.0,358.0,1240.0,1431.0,1549.0,1714.0
3884.0,358.0,1240.0,1431.0,1549.0,1714.0
3888.0,358.0,1240.0,1431.0,1549.0,1714.0
3921.0,358.0,1240.0,1431.0,1549.0,1714.0
3929.0,358.0,1240.0,1431.0,1549.0,1714.0
3938.0,358.0,1240.0,1431.0,1549.0,1714.0
3962.0,358.0,1240.0,1431.0,1549.0,1714.0
3985.0,358.0,1240.0,1431.0,1549.0,1714.0
3999.0,358.0,1240.0,1431.0,1549.0,1714.0
251.0,1549.0,1553.0,1714.0,3458.0,3857.0
397.0,1553.0,3458.0,3752.0,3857.0,3922.0
943.0,1549.0,1714.0,3752.0,3857.0,3927.0
981.0,1549.0,1714.0,3752.0,3857.0,3927.0
982.0,1549.0,1714.0,3752.0,3857.0,3927.0
1148.0,1549.0,1714.0,3752.0,3857.0,3927.0
1170.0,1549.0,1714.0,3752.0,3857.0,3927.0
1174.0,1549.0,1714.0,3752.0,3857.0,3927.0
2011.0,1549.0,1714.0,3752.0,3857.0,3927.0
2637.0,1549.0,1714.0,3752.0,3857.0,3927.0
2743.0,1549.0,1714.0,3752.0,3857.0,3927.0
2886.0,1549.0,1714.0,3752.0,3857.0,3927.0
2905.0,1549.0,1714.0,3752.0,3857.0,3927.0
3350.0,1549.0,1714.0,3752.0,3857.0,3927.0
3458.0,1549.0,1714.0,3752.0,3857.0,3927.0
3602.0,1553.0,3458.0,3857.0,3922.0,4031.0
3649.0,358.0,480.0,923.0,1240.0,1431.0
3770.0,1553.0,3458.0,3857.0,3922.0,4031.0
3795.0,358.0,1240.0,1431.0,1549.0,1714.0
3797.0,358.0,1240.0,1431.0,1549.0,1714.0
3816.0,358.0,1240.0,1431.0,1549.0,1714.0
3830.0,358.0,1240.0,1431.0,1549.0,1714.0
3836.0,358.0,1240.0,1431.0,1549.0,1714.0
3840.0,358.0,1240.0,1431.0,1549.0,1714.0
3857.0,358.0,1240.0,1431.0,1549.0,1714.0
3868.0,358.0,1240.0,1431.0,1549.0,1714.0
3890.0,358.0,1240.0,1431.0,1549.0,1714.0
3912.0,358.0,1240.0,1431.0,1549.0,1714.0
4007.0,358.0,1240.0,1431.0,1549.0,1714.0
4008.0,358.0,1240.0,1431.0,1549.0,1714.0
4019.0,4015.0,1238.0,1294.0,1582.0,2748.0
31.0,1553.0,3458.0,3857.0,3922.0,4031.0
129.0,1549.0,1714.0,3857.0,4031.0,4261.0
177.0,1549.0,1714.0,3857.0,4031.0,4261.0
360.0,1549.0,1714.0,3857.0,4031.0,4261.0
420.0,1549.0,1714.0,3857.0,4031.0,4261.0
721.0,1549.0,1714.0,3857.0,4031.0,4261.0
766.0,1549.0,1714.0,3857.0,4031.0,4261.0
975.0,1549.0,1714.0,3857.0,4031.0,4261.0
1257.0,1549.0,1714.0,3857.0,4031.0,4261.0
1302.0,1549.0,1714.0,3857.0,4031.0,4261.0
1431.0,1549.0,1714.0,3857.0,4031.0,4261.0
1456.0,1549.0,1714.0,3857.0,4031.0,4261.0
1540.0,1549.0,1714.0,3857.0,4031.0,4261.0
1558.0,1549.0,1714.0,3857.0,4031.0,4261.0
1710.0,480.0,923.0,3857.0,4031.0,4184.0
2008.0,480.0,923.0,1549.0,1714.0,3857.0
2630.0,480.0,923.0,3463.0,3857.0,4184.0
3106.0,480.0,923.0,1549.0,1714.0,3933.0
3351.0,480.0,923.0,1549.0,1714.0,3933.0
3648.0,480.0,923.0,1549.0,1714.0,3933.0
3754.0,480.0,923.0,1549.0,1714.0,3933.0
3768.0,480.0,923.0,1549.0,1714.0,3933.0
3805.0,480.0,923.0,1549.0,1714.0,3933.0
3815.0,480.0,923.0,1549.0,1714.0,3933.0
3823.0,480.0,923.0,1549.0,1714.0,3933.0
3842.0,480.0,923.0,1549.0,1714.0,3933.0
3843.0,480.0,923.0,1549.0,1714.0,3933.0
3863.0,480.0,923.0,1549.0,1714.0,3933.0
3878.0,480.0,923.0,1549.0,1714.0,3933.0
3887.0,480.0,923.0,1549.0,1714.0,3933.0
3915.0,480.0,923.0,1549.0,1714.0,3857.0
3923.0,358.0,480.0,923.0,1240.0,1431.0
3925.0,358.0,480.0,923.0,1240.0,1431.0
69.0,358.0,480.0,923.0,1240.0,1431.0
208.0,358.0,480.0,923.0,1240.0,1431.0
209.0,358.0,480.0,923.0,1240.0,1431.0
288.0,358.0,480.0,923.0,1240.0,1431.0
401.0,358.0,480.0,923.0,1240.0,1431.0
411.0,358.0,480.0,923.0,1240.0,1431.0
416.0,358.0,480.0,923.0,1240.0,1431.0
431.0,358.0,480.0,923.0,1240.0,1431.0
819.0,358.0,480.0,923.0,1240.0,1431.0
833.0,358.0,480.0,923.0,1240.0,1431.0
903.0,358.0,480.0,923.0,1240.0,1431.0
1171.0,358.0,480.0,923.0,1240.0,1431.0
1240.0,480.0,923.0,3463.0,3857.0,4184.0
1553.0,480.0,923.0,3463.0,3857.0,4184.0
1711.0,480.0,923.0,3463.0,3857.0,4184.0
2222.0,358.0,480.0,923.0,1240.0,1431.0
2311.0,358.0,480.0,923.0,1240.0,1431.0
3779.0,358.0,480.0,923.0,1240.0,1431.0
3785.0,358.0,480.0,923.0,1240.0,1431.0
3809.0,358.0,480.0,923.0,1240.0,1431.0
3819.0,358.0,480.0,923.0,1240.0,1431.0
3839.0,358.0,480.0,923.0,1240.0,1431.0
3851.0,358.0,480.0,923.0,1240.0,1431.0
3880.0,358.0,480.0,923.0,1240.0,1431.0
3920.0,358.0,480.0,923.0,1240.0,1431.0
3932.0,358.0,480.0,923.0,1240.0,1431.0
3950.0,358.0,480.0,923.0,1240.0,1431.0
3959.0,358.0,480.0,923.0,1240.0,1431.0
3978.0,358.0,480.0,923.0,1240.0,1431.0
4017.0,480.0,923.0,1549.0,1714.0,3857.0
171.0,480.0,923.0,1549.0,1714.0,3933.0
403.0,480.0,923.0,1549.0,1714.0,3933.0
440.0,480.0,923.0,1549.0,1714.0,3933.0
944.0,480.0,923.0,1549.0,1714.0,3933.0
1008.0,480.0,923.0,1549.0,1714.0,3933.0
1175.0,480.0,923.0,1549.0,1714.0,3933.0
1377.0,480.0,923.0,1549.0,1714.0,3933.0
